event_id,issue_id,actor_id,action,action_specification,created_at
"146088711","9682398","2628808","mentioned",\N,"2014-07-28 02:51:52"
"146088712","9682398","2628808","subscribed",\N,"2014-07-28 02:51:52"
"146088713","9682398","13194","mentioned",\N,"2014-07-28 02:51:52"
"146088714","9682398","13194","subscribed",\N,"2014-07-28 02:51:52"
"146088715","9682398","4605094","mentioned",\N,"2014-07-28 02:51:52"
"146088716","9682398","4605094","subscribed",\N,"2014-07-28 02:51:52"
"158164565","9682398","4073667","milestoned",\N,"2014-08-27 21:49:50"
"163795941","9682398","4073667","renamed",\N,"2014-09-10 16:20:29"
"167977815","9682398","4073667","labeled",\N,"2014-09-19 20:57:33"
"169978813","9682398","2791403","milestoned",\N,"2014-09-25 02:27:29"
"169978814","9682398","2791403","demilestoned",\N,"2014-09-25 02:27:29"
"175275281","9682398","2628808","closed",\N,"2014-10-07 15:39:15"
"132756021","9683347","469958","labeled",\N,"2014-06-18 15:40:27"
"135696156","9683347","2628808","mentioned",\N,"2014-06-26 20:50:14"
"135696157","9683347","2628808","subscribed",\N,"2014-06-26 20:50:14"
"155325208","9683347","2628808","mentioned",\N,"2014-08-20 22:14:54"
"155325209","9683347","2628808","subscribed",\N,"2014-08-20 22:14:54"
"155327438","9683347","2628808","mentioned",\N,"2014-08-20 22:23:02"
"155327439","9683347","2628808","subscribed",\N,"2014-08-20 22:23:02"
"158164628","9683347","4073667","milestoned",\N,"2014-08-27 21:50:01"
"158633663","9683347","4073667","mentioned",\N,"2014-08-28 17:36:48"
"158633664","9683347","4073667","subscribed",\N,"2014-08-28 17:36:48"
"158652197","9683347","1321509","mentioned",\N,"2014-08-28 18:10:32"
"158652198","9683347","1321509","subscribed",\N,"2014-08-28 18:10:32"
"158680219","9683347","4073667","mentioned",\N,"2014-08-28 18:57:45"
"158680220","9683347","4073667","subscribed",\N,"2014-08-28 18:57:45"
"158680221","9683347","2628808","mentioned",\N,"2014-08-28 18:57:45"
"158680222","9683347","2628808","subscribed",\N,"2014-08-28 18:57:45"
"171908586","9683347","4073667","labeled",\N,"2014-09-30 04:36:25"
"171908607","9683347","4073667","labeled",\N,"2014-09-30 04:36:31"
"174106928","9683347","4073667","milestoned",\N,"2014-10-04 01:04:59"
"174106929","9683347","4073667","demilestoned",\N,"2014-10-04 01:04:59"
"175257058","9683347","13194","assigned",\N,"2014-10-07 15:08:32"
"202033261","9683347","4073667","labeled",\N,"2014-12-03 15:13:45"
"205862395","9683347","4073667","labeled",\N,"2014-12-10 22:27:49"
"207997750","9683347","2791403","unlabeled",\N,"2014-12-15 23:11:41"
"207997777","9683347","2791403","labeled",\N,"2014-12-15 23:11:47"
"216830024","9683347","4073667","unlabeled",\N,"2015-01-09 22:37:44"
"216830057","9683347","4073667","labeled",\N,"2015-01-09 22:37:47"
"217583003","9683347","2628808","mentioned",\N,"2015-01-12 17:54:20"
"217583004","9683347","2628808","subscribed",\N,"2015-01-12 17:54:20"
"224857413","9683347","13194","mentioned",\N,"2015-01-26 18:25:42"
"224857414","9683347","13194","subscribed",\N,"2015-01-26 18:25:42"
"224857415","9683347","2628808","mentioned",\N,"2015-01-26 18:25:42"
"224857416","9683347","2628808","subscribed",\N,"2015-01-26 18:25:42"
"224904556","9683347","13194","mentioned",\N,"2015-01-26 19:37:15"
"224904557","9683347","13194","subscribed",\N,"2015-01-26 19:37:15"
"224904558","9683347","2628808","mentioned",\N,"2015-01-26 19:37:15"
"224904559","9683347","2628808","subscribed",\N,"2015-01-26 19:37:15"
"230511553","9683347","4073667","labeled",\N,"2015-02-05 01:40:09"
"231307854","9683347","4073667","closed",\N,"2015-02-06 06:21:06"
"132839362","9689685","1321509","closed",\N,"2014-06-18 18:53:42"
"132789254","9700302","469958","labeled",\N,"2014-06-18 16:54:10"
"202109760","9700302","4073667","labeled",\N,"2014-12-03 17:08:27"
"202109962","9700302","4073667","labeled",\N,"2014-12-03 17:08:50"
"208507379","9700302","4073667","labeled",\N,"2014-12-16 18:16:07"
"208509848","9700302","4073667","labeled",\N,"2014-12-16 18:20:25"
"219892018","9700302","5696798","labeled",\N,"2015-01-16 04:42:35"
"230253282","9700302","4073669","labeled",\N,"2015-02-04 17:51:31"
"235561317","9700302","4605094","mentioned",\N,"2015-02-13 17:10:54"
"235561318","9700302","4605094","subscribed",\N,"2015-02-13 17:10:54"
"235568823","9700302","4239911","mentioned",\N,"2015-02-13 17:23:01"
"235568824","9700302","4239911","subscribed",\N,"2015-02-13 17:23:01"
"235568826","9700302","3747365","mentioned",\N,"2015-02-13 17:23:01"
"235568827","9700302","3747365","subscribed",\N,"2015-02-13 17:23:01"
"235572639","9700302","4659404","mentioned",\N,"2015-02-13 17:29:02"
"235572640","9700302","4659404","subscribed",\N,"2015-02-13 17:29:02"
"235572641","9700302","4239911","mentioned",\N,"2015-02-13 17:29:02"
"235572642","9700302","4239911","subscribed",\N,"2015-02-13 17:29:02"
"235572643","9700302","3747365","mentioned",\N,"2015-02-13 17:29:02"
"235572644","9700302","3747365","subscribed",\N,"2015-02-13 17:29:02"
"235653410","9700302","6751821","mentioned",\N,"2015-02-13 19:38:46"
"235653411","9700302","6751821","subscribed",\N,"2015-02-13 19:38:46"
"235670602","9700302","253683","mentioned",\N,"2015-02-13 20:07:48"
"235670603","9700302","253683","subscribed",\N,"2015-02-13 20:07:48"
"235809889","9700302","145523","mentioned",\N,"2015-02-14 05:38:35"
"235809890","9700302","145523","subscribed",\N,"2015-02-14 05:38:35"
"235810147","9700302","145523","mentioned",\N,"2015-02-14 05:41:40"
"235810148","9700302","145523","subscribed",\N,"2015-02-14 05:41:40"
"235810389","9700302","2628808","mentioned",\N,"2015-02-14 05:44:44"
"235810390","9700302","2628808","subscribed",\N,"2015-02-14 05:44:44"
"235811491","9700302","5106821","mentioned",\N,"2015-02-14 05:57:30"
"235811492","9700302","5106821","subscribed",\N,"2015-02-14 05:57:30"
"235811493","9700302","3747365","mentioned",\N,"2015-02-14 05:57:30"
"235811494","9700302","3747365","subscribed",\N,"2015-02-14 05:57:30"
"235811495","9700302","13194","mentioned",\N,"2015-02-14 05:57:30"
"235811496","9700302","13194","subscribed",\N,"2015-02-14 05:57:30"
"235811963","9700302","4605094","mentioned",\N,"2015-02-14 06:04:28"
"235811964","9700302","4605094","subscribed",\N,"2015-02-14 06:04:28"
"235811965","9700302","2628808","mentioned",\N,"2015-02-14 06:04:28"
"235811966","9700302","2628808","subscribed",\N,"2015-02-14 06:04:28"
"235812729","9700302","13194","mentioned",\N,"2015-02-14 06:16:14"
"235812730","9700302","13194","subscribed",\N,"2015-02-14 06:16:14"
"235860465","9700302","5106821","mentioned",\N,"2015-02-14 15:28:24"
"235860466","9700302","5106821","subscribed",\N,"2015-02-14 15:28:24"
"235860467","9700302","3747365","mentioned",\N,"2015-02-14 15:28:24"
"235860468","9700302","3747365","subscribed",\N,"2015-02-14 15:28:24"
