commit_id,author_id
"7477136","251853"
"7477139","602291"
"7477141","602292"
"7477144","602291"
"7477145","602291"
"7477146","602291"
"7477148","602291"
"7477149","602291"
"7477150","251853"
"7477153","602293"
"7477154","251853"
"7477156","251853"
"7477160","602294"
"7477162","110872"
"7477165","602293"
"7477166","602293"
"7477167","602293"
"7477168","110872"
"7477169","602293"
"7477172","602293"
"7477174","602293"
"7477177","71493"
"7477181","602295"
"7477182","71493"
"7477185","71493"
"7477186","65844"
"7477188","251858"
"7477190","71493"
"7477192","602293"
"7477194","71493"
"7477196","71493"
"7477199","602296"
"7477200","71493"
"7477203","602293"
"7477204","71493"
"7477207","71493"
"7477208","71493"
"7477209","71493"
"7477212","110872"
"7477213","547785"
"7477216","65844"
"7477219","602297"
"7477224","602297"
"7477230","602295"
"7477235","602295"
"7618922","602292"
"7618926","602292"
"7618936","602292"
"7618940","71493"
"7618943","602292"
"7618946","602292"
"7618953","602292"
"7618962","602292"
"7618970","602292"
"7618980","602292"
"7618981","71493"
"7618982","71493"
"7618984","65844"
"7618987","84860"
"7618997","110872"
"7618998","110872"
"7619001","110872"
"7619018","602292"
"7619023","110872"
"7619026","110872"
"7619029","110872"
"7619032","110872"
"7619035","110872"
"7619038","110872"
"7619041","110872"
"7619053","602295"
"7619058","110872"
"7619059","110872"
"7619063","110872"
"7619065","110872"
"7619080","602292"
"7619082","110872"
"7619084","110872"
"7619100","607006"
"7619112","607006"
"7619116","110872"
"7619128","602293"
"7619140","602293"
"7619149","602293"
"7619156","602293"
"7619175","602295"
"7619182","602295"
"7619186","602295"
"7619190","602295"
"7619194","602295"
"7619196","110872"
"7619200","110872"
"7619204","110872"
"7619207","602292"
"7619209","251858"
"7619218","602293"
"7619220","251858"
"7619222","110872"
"7619228","110872"
"7619238","602293"
"7619247","602293"
"7619254","602293"
"7619268","602292"
"7619270","110872"
"7619274","110872"
"7619277","602295"
"7619282","602293"
"7619291","602293"
"7619301","602292"
"7619313","602293"
"7619326","602293"
"7619336","602292"
"7619339","110872"
"7619380","602293"
"7619384","110872"
"7619400","602305"
"7619416","602305"
"8010998","602305"
"8011001","602305"
"8011006","602305"
"8011010","602305"
"8011014","602305"
"8011028","602305"
